StudBME1,STUDBME2,SBME_STAFF3,SBME_STAFF,CUFE,RehabLab,lab001,BMEStudentLab3,CMP_LAB,CMP_LAB1,CMP_LAB2
-62,-53,-89,-69,-81,-80,-85,0,0,-71,-67
-62,-51,-87,-73,-80,-84,-82,0,0,-71,-67
-62,-55,-85,-71,-83,-92,-77,0,0,-71,-67
-69,-61,-91,-80,-83,-88,-89,0,0,-71,-67
-75,-55,-89,-78,-80,-87,-89,0,0,-71,-72
-75,-56,-86,-78,-74,-87,-83,0,0,-71,-70
-57,-56,-87,-78,-81,-89,-82,0,0,-71,-68
-65,-58,-89,-78,-87,-88,-73,0,0,-71,-68
-65,-50,-82,-70,-87,-87,-85,0,0,-71,-68
-71,-53,-86,-70,-87,-86,-83,0,0,-72,-71
-63,-53,-89,-74,-87,-90,-72,0,0,-63,-71
-63,-49,-85,-73,-87,-88,-72,0,0,-67,-66
-63,-55,-87,-73,-87,-90,-82,0,0,-67,-67
-56,-49,-87,-66,-85,-85,-71,0,0,-67,-67
-66,-47,-84,-80,-81,-88,-66,0,0,-67,-67
-66,-44,-78,-80,-80,-84,-72,0,0,-60,-58
-62,-51,-86,-80,-80,-85,-70,0,0,-60,-58
-70,-51,-85,-66,-80,-80,-75,0,0,-60,-58
-70,-42,-92,-66,-80,-85,-76,0,0,-63,-58
-68,-41,-82,-70,-80,-87,-72,0,0,-67,-68
-68,-44,-80,-73,-80,-81,-69,0,0,-61,-68
-68,-42,-86,-82,-80,-84,-70,0,0,-61,-68
-68,-46,-78,-82,-80,-87,-71,0,0,-60,-63
-64,-46,-88,-67,-80,-79,-71,0,0,-68,-63
-64,-52,-87,-69,-80,-88,-82,0,0,-68,-63
-64,-54,-87,-70,-85,-91,-78,0,0,-68,-70
-63,-49,-79,-69,-86,-84,-73,0,0,-64,-70
-60,-52,-85,-74,-78,-81,-79,0,0,-60,-61
-60,-51,-82,-74,-78,-86,-80,0,0,-60,-68
-65,-51,-85,-74,-78,-86,-80,0,0,-69,-68
-67,-53,-89,-74,-78,-88,-84,0,0,-68,-68
-67,-55,-85,-67,-78,-91,-86,0,0,-68,-69
-67,-51,-87,-67,-78,-82,-84,0,0,-68,-69
-57,-59,-88,-68,-89,-90,-83,0,0,-68,-69
-57,-63,-87,-82,-89,-86,-84,0,0,-66,-69
-57,-45,-84,-68,-89,-83,-84,0,0,-66,-69
-63,-53,-87,-68,-89,-87,-79,0,0,-69,-69
-71,-56,-90,-72,-77,-82,-76,0,0,-67,-69
-71,-56,-84,-79,-77,-82,-79,0,0,-67,-69
-67,-56,-85,-79,-77,-92,-79,0,0,-67,-69
-69,-54,-89,-79,-85,-80,-69,0,0,-67,-69
-69,-51,-85,-72,-85,-83,-79,0,0,-73,-69
-69,-51,-84,-72,-85,-87,-76,0,0,-66,-69
-57,-48,-92,-73,-88,-85,-76,0,0,-66,-69
-68,-61,-88,-80,-84,-82,-72,0,0,-71,-69
-68,-46,-88,-80,-84,-87,-72,0,0,-72,-69
-67,-51,-87,-72,-84,-90,-72,0,0,-72,-69
-65,-52,-86,-73,-80,-85,-72,0,0,-71,-71
-65,-54,-87,-68,-80,-90,-70,0,0,-71,-71
-65,-51,-87,-67,-80,-90,-72,0,0,-71,-71
-58,-52,-88,-72,-85,-89,-72,0,0,-71,-79
-58,-51,-87,-67,-81,-88,-72,0,0,-71,-79
-58,-49,-87,-61,-81,-86,-82,0,0,-71,-79
-54,-49,-90,-61,-81,-88,-82,0,0,-71,-79
-69,-54,-89,-70,-81,-91,-84,0,0,-71,-63
-69,-49,-80,-70,-73,-81,-90,0,0,-71,-63
-66,-48,-88,-77,-81,-88,-75,0,0,-71,-63
-65,-50,-90,-77,-81,-85,-79,0,0,-71,-63
-65,-51,-89,-77,-81,-85,-70,0,0,-68,-63
-65,-51,-87,-79,-81,-90,-70,0,0,-70,-70
-68,-50,-77,-79,-81,-85,-79,0,0,-70,-68
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
